type3,num_questions,num_answers,sum_q_score,sum_a_score,distinct_users_interacted,distinct_posts_interacted,rep_proxy
0,0.21972534332084895,0.8514357053682896,20.068664169787766,34.850187265917604,0.8289637952559301,1.0561797752808988,291.4082397003745
1,0.46464646464646464,2.1515151515151514,106.52525252525253,330.6161616161616,2.0303030303030303,2.595959595959596,2414.7979797979797
2,1.0136986301369864,0.0,65.68493150684931,0.0,0.0,1.0136986301369864,264.26027397260276
